"id","country","age","gender","ses","fses","religion","married","education","ethnicity","IGF01","IGF02","IGF03","IGI01","IGI02","IGI03","OGF01","OGF02","OGF03","OGI01","OGI02","OGI03","ENDBCL01","ENDBCL02","ENDBCL03","ENDBBL01","ENDBBL02","ENDBBL03","empathic_concern_01","empathic_concern_02","empathic_concern_03","perspective_taking_01","perspective_taking_02","perspective_taking_03","perspective_taking_04","event_positive_affect","event_negative_affect","event_episodic_recall_01","event_episodic_recall_02","event_shared_perception_01","event_shared_perception_02","event_reflection_01","event_reflection_02","event_transformative_indiv_01","event_transformative_indiv_02","event_transformative_group_01","event_transformative_group_02","religious_freedom_per_01","religious_freedom_per_02","religious_freedom_per_03","religious_freedom_per_04","religious_freedom_per_05","religious_freedom_per_06","religious_freedom_per_07","religious_freedom_per_08","religious_freedom_exp_01","religious_freedom_exp_02","religious_freedom_exp_03","religious_freedom_exp_04","religious_freedom_exp_05","religious_freedom_exp_06","sd_score"
"PAK169","Pakistan",42,"Female","Middle",2,"Muslim: Sunni","Married","Matriculate","Jopu",6,6,6,7,7,7,7,3,2,2,3,3,6,6,5,1,4,1,7,7,7,6,6,5,6,1,7,6,6,6,6,5,5,6,5,7,6,5,5,5,3,5,4,5,5,7,7,7,7,7,7,1.83366268451417
"PAK170","Pakistan",25,"Female","Middle",2,"Muslim: Sunni","Unmarried","MPhil","Rajput",5,4,5,4,4,4,4,4,4,3,3,3,6,6,6,4,4,4,4,4,4,4,4,5,5,1,5,4,5,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,5,5,7,6,6,1.05552377272263
"PAK171","Pakistan",40,"Female","Middle",2,"Muslim: Sunni","Married","Master","Muhammadzaei",7,7,7,7,6,7,5,1,1,1,1,1,7,7,7,2,4,1,6,7,7,7,7,7,7,1,7,7,7,6,5,3,7,5,3,7,1,5,3,7,7,7,7,7,7,1,7,4,7,7,1,2.25863881029312
"PAK172","Pakistan",34,"Female","Middle",2,"Muslim: Sunni","Married","Matriculate","Punjabi",6,6,6,7,7,7,2,2,2,1,2,2,6,6,6,3,2,2,7,7,7,6,6,6,6,1,7,7,7,7,7,6,6,6,5,6,6,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1.76468989762581
"PAK173","Pakistan",25,"Female","Middle",2,"Muslim: Sunni","Unmarried","Master","Wazeer",6,6,7,6,5,6,1,2,5,2,6,7,6,7,7,2,4,1,6,5,7,5,6,6,5,1,6,6,6,6,7,5,5,6,4,6,4,7,2,6,7,7,6,5,6,2,7,6,5,6,2,1.74403746137136
"PAK174","Pakistan",26,"Female","Middle",2,"Muslim: Sunni","Other","Master","Abbasi",6,6,7,6,5,6,5,2,2,1,2,2,7,7,7,2,3,1,7,7,7,6,6,7,6,1,7,NA,6,6,6,2,2,6,3,1,6,7,1,6,7,6,6,7,6,2,7,7,7,6,1,2.24048272607708
"PAK175","Pakistan",28,"Female","Middle",2,"Muslim: Sunni","Other","MPhil","Punjabi",7,7,7,7,7,7,4,1,1,1,6,1,7,7,7,5,5,5,7,5,7,7,7,7,7,1,7,7,7,7,7,6,6,7,5,7,4,7,1,7,7,7,7,7,7,1,7,7,7,4,4,1.44400309124885
"PAK176","Pakistan",26,"Female","Middle",2,"Muslim: Sunni","Married","MPhil","Hashmi",5,7,7,6,6,6,3,2,4,3,2,3,7,6,5,4,5,3,6,3,7,7,6,6,6,7,1,5,5,5,5,5,5,5,5,5,5,6,1,7,7,7,7,7,4,6,6,7,7,7,6,1.31807391317016
"PAK178","Pakistan",20,"Female","Middle",2,"Muslim: Sunni","Married","Master","Alenabi",7,7,6,7,4,5,3,5,2,2,3,2,6,5,6,3,6,4,6,6,6,4,5,1,5,5,2,6,6,5,5,5,4,5,2,5,2,6,1,5,6,6,6,6,6,7,7,4,7,6,7,1.50120724365618
"PAK179","Pakistan",19,"Female","Middle",2,"Muslim: Sunni","Unmarried","Intermediate","Syed",3,2,1,6,6,6,4,2,2,2,2,2,6,7,7,2,1,1,7,7,7,7,7,7,7,1,7,6,6,6,4,7,4,6,4,3,2,7,1,7,6,7,7,7,3,6,7,3,5,6,4,2.2393063108077
"PAK180","Pakistan",26,"Female","Middle",2,"Muslim: Sunni","Unmarried","MPhil","Syed",7,5,5,7,6,7,4,1,2,1,2,2,7,7,7,1,4,1,7,7,6,6,6,7,7,1,6,5,4,6,6,5,4,6,4,6,2,7,1,7,7,7,7,7,7,7,7,7,7,7,6,1.98864530395129
"PAK181","Pakistan",38,"Female","Middle",2,"Muslim: Sunni","Married","Master","Khan",7,6,5,5,6,6,4,4,3,3,3,3,6,5,5,5,6,5,5,6,5,5,5,5,5,6,2,6,4,4,6,6,4,6,4,6,6,7,1,6,5,6,6,6,6,5,7,7,7,7,7,1.08263634211833
"PAK182","Pakistan",22,"Female","Middle",2,"Muslim: Sunni","Unmarried","Bachelor","potwari",6,5,6,6,6,6,6,5,4,1,1,1,6,4,6,3,6,3,7,7,7,7,6,7,6,6,2,6,7,6,5,6,5,5,6,6,7,5,4,6,4,6,5,6,4,7,7,7,7,7,5,1.24818709114169
"PAK183","Pakistan",28,"Female","Upper middle",3,"Muslim: Sunni","Unmarried","Master","Syed",6,5,5,6,5,5,5,5,4,4,4,4,7,7,7,2,6,1,6,7,6,6,6,6,6,2,5,5,5,2,5,5,5,5,5,5,5,5,3,5,4,5,4,7,7,7,7,7,7,7,3,1.57884566161117
"PAK184","Pakistan",42,"Female","Middle",2,"Muslim: Sunni","Married","Matriculate","Punjabi",6,6,6,7,7,7,7,3,2,2,3,3,7,6,7,1,4,1,5,7,5,5,6,5,6,1,5,6,6,6,6,5,5,6,5,7,6,5,5,5,3,5,4,5,5,7,6,6,6,6,6,1.86063336574918
"PAK185","Pakistan",21,"Female","Upper middle",3,"Muslim: Sunni","Unmarried","Bachelor","Punjabi",6,4,4,6,6,6,6,4,4,4,5,5,7,5,7,3,5,3,6,6,6,6,6,6,6,6,2,4,6,6,6,6,6,6,6,6,6,6,4,7,7,7,7,7,7,7,7,7,7,7,4,1.30772509631659
"PAK186","Pakistan",23,"Female","Middle",2,"Muslim: Sunni","Unmarried","Master","Rajput",5,6,6,5,5,5,3,3,3,3,5,4,6,6,7,2,2,2,5,6,4,5,6,6,6,1,7,6,6,6,6,5,5,6,4,7,4,4,3,6,6,6,6,6,4,7,7,7,7,7,7,1.69397910771984
"PAK187","Pakistan",52,"Female","Middle",2,"Muslim: Sunni","Married","Intermediate","Punjabi",6,6,6,7,7,7,4,3,5,2,5,3,7,6,6,2,2,2,6,5,5,5,4,4,4,1,7,7,7,7,7,6,6,7,6,7,5,3,4,6,5,6,6,6,3,7,7,7,7,7,7,1.89917983823834
"PAK188","Pakistan",24,"Female","Upper middle",3,"Muslim: Sunni","Unmarried","MPhil","Punjabi",6,6,6,7,7,6,3,4,4,4,1,1,7,7,7,7,7,3,7,6,7,7,7,7,7,4,4,5,7,7,7,5,5,7,7,6,4,6,4,7,7,7,7,7,7,7,7,7,7,7,7,1.25108648434245
"PAK189","Pakistan",45,"Female","Middle",2,"Muslim: Sunni","Married","Master","Rajput",5,6,6,5,5,5,3,3,3,3,5,4,7,7,7,2,2,2,5,6,4,5,6,6,6,1,7,6,6,6,6,5,5,6,4,7,4,4,3,6,6,6,6,6,4,7,7,7,7,7,7,1.76725448246626
"PAK190","Pakistan",19,"Male","Upper middle",3,"Muslim: Shia","Unmarried","Intermediate","Syed",7,7,7,7,7,7,4,4,4,4,3,3,7,6,7,4,6,2,7,7,5,7,6,5,5,2,6,7,7,7,7,4,4,4,4,7,7,7,2,7,7,7,7,7,7,7,7,6,5,2,2,1.68540194320077
"PAK191","Pakistan",50,"Male","Middle",2,"Muslim: Shia","Married","Master","Syed",6,5,6,6,6,6,6,6,6,6,6,6,7,6,6,1,2,1,5,6,6,6,6,7,4,1,7,6,7,6,6,6,6,7,6,6,6,4,4,6,4,6,6,7,6,1,7,7,4,4,3,1.92617364937231
"PAK192","Pakistan",60,"Male","Upper middle",3,"Muslim: Shia","Married","Bachelor","Syed",7,7,7,7,7,7,3,2,4,1,1,1,7,7,7,4,3,3,NA,6,7,5,5,7,6,1,7,6,7,6,6,7,7,7,6,7,4,7,1,4,7,6,7,6,4,1,1,1,1,1,1,1.69397910771984
"PAK193","Pakistan",30,"Male","Middle",2,"Muslim: Shia","Married","Matriculate","Syed",6,6,6,7,7,7,5,5,5,2,6,4,6,6,6,1,4,4,7,7,7,6,6,6,6,6,1,6,6,6,6,5,5,6,6,6,6,6,2,6,6,6,6,6,6,7,7,7,7,7,7,1.55979838905313
"PAK194","Pakistan",20,"Male","Middle",2,"Muslim: Shia","Unmarried","Master","Punjabi",6,6,5,1,3,2,2,2,4,1,2,3,6,4,6,2,2,2,6,6,7,4,5,6,5,1,7,6,5,7,6,6,6,1,2,2,1,1,2,5,4,4,4,6,5,7,7,7,6,6,5,2.21612993392941
"PAK195","Pakistan",65,"Male","Middle",2,"Muslim: Shia","Married","Intermediate","Punjab",7,7,6,6,7,6,6,6,2,5,7,2,7,5,6,1,2,6,6,6,5,6,5,7,6,6,7,6,7,6,3,6,7,6,7,6,3,6,1,6,5,6,7,6,7,3,5,7,4,6,3,1.68540194320077
"PAK196","Pakistan",34,"Male","Middle",2,"Muslim: Shia","Married","Middle","Shia",7,7,7,7,7,7,4,4,4,2,5,5,6,6,5,5,3,5,7,7,7,6,6,6,6,1,7,7,7,7,6,4,4,6,6,6,6,7,1,7,7,7,7,6,6,7,7,7,7,3,1,1.53167049091951
"PAK197","Pakistan",66,"Male","Middle",2,"Muslim: Shia","Married","Intermediate","Syed",7,7,7,7,7,7,5,5,5,1,5,4,7,7,6,6,2,1,7,7,7,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,7,1,7,7,7,7,7,3,7,7,7,7,2,5,1.77543625992134
"PAK198","Pakistan",30,"Male","Middle",2,"Muslim: Shia","Married","Master","Punjabi",7,7,7,7,7,7,5,5,5,1,6,5,7,7,7,1,2,2,7,7,7,6,6,6,6,1,7,6,7,7,7,6,6,7,6,6,6,7,1,7,7,7,7,7,1,7,7,7,2,2,2,2.03590951081621
"PAK199","Pakistan",60,"Male","Middle",2,"Muslim: Shia","Married","Matriculate","Punjabi",7,7,7,7,7,7,5,5,5,1,6,5,6,6,6,1,3,3,7,7,7,5,5,5,5,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,3,3,1.92193667421956
"PAK200","Pakistan",31,"Male","Middle",2,"Muslim: Shia","Married","Master","Punjabi",6,2,2,6,6,6,6,6,5,5,6,5,7,7,7,3,7,3,6,6,7,6,5,6,6,1,7,7,7,7,7,2,2,3,7,3,3,7,6,6,6,6,7,7,7,6,6,7,4,2,2,2.24415504902357
"PAK201","Pakistan",54,"Male","Middle",2,"Muslim: Shia","Married","Matriculate","Punjabi",6,6,6,6,6,6,2,2,2,2,2,2,7,7,7,2,2,2,7,7,7,6,6,5,5,1,6,6,6,6,5,5,5,5,5,5,5,7,1,6,7,6,7,7,6,6,6,6,6,2,2,1.67624061778005
"PAK202","Pakistan",43,"Male","Lower middle",1,"Muslim: Shia","Married","Middle","Bhatti",7,7,7,7,7,7,3,4,4,5,2,4,6,6,6,2,3,3,6,7,5,6,5,4,4,1,7,7,7,7,7,6,6,7,6,7,7,7,1,7,7,7,7,7,6,7,7,7,7,2,1,1.78103942945555
"PAK203","Pakistan",65,"Male","Middle",2,"Muslim: Shia","Married","Matriculate","Punjabi",7,7,7,6,7,7,4,4,4,4,4,3,7,7,7,2,2,2,6,7,7,7,7,5,6,1,6,6,6,6,6,5,5,6,5,7,6,7,1,7,7,7,7,7,7,4,4,7,7,7,7,1.864523873637
"PAK204","Pakistan",52,"Male","Middle",2,"Muslim: Shia","Married","Middle","Punjabi",7,7,7,7,7,7,2,2,2,2,3,2,6,6,6,2,1,1,7,6,7,5,5,5,5,2,6,6,6,6,6,5,5,5,5,5,5,6,2,6,6,6,6,6,6,7,7,7,7,4,4,1.87082869338697
"PAK205","Pakistan",24,"Male","Middle",2,"Muslim: Shia","Married","Bachelor","Shia",7,7,7,7,6,6,7,6,7,6,6,7,6,3,6,1,1,1,7,7,7,7,4,7,1,1,7,6,5,7,7,7,6,7,6,7,7,7,1,7,7,7,6,7,6,7,7,7,7,2,1,2.22591782079383
"PAK206","Pakistan",45,"Male","Middle",2,"Muslim: Shia","Married","Master","Syed",6,6,7,7,7,6,7,3,1,7,7,6,7,5,6,6,7,5,6,7,7,6,6,7,6,1,7,7,7,7,7,6,6,7,6,7,6,6,2,7,6,7,7,6,5,2,3,3,3,2,2,1.28466428254256
"PAK207","Pakistan",29,"Male","Upper middle",3,"Muslim: Shia","Married","Bachelor","Shia",7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,4,6,6,7,7,7,7,1,7,7,7,7,7,4,4,7,4,7,4,6,2,6,6,6,6,6,2,5,7,7,7,7,5,2.34056849281648
"PAK208","Pakistan",20,"Male","Middle",2,"Muslim: Shia","Unmarried","Master","Punjabi",2,6,3,6,3,5,3,2,2,2,2,2,2,3,5,3,1,6,3,6,6,6,6,6,5,2,5,3,5,5,3,4,2,6,5,5,7,2,2,6,6,6,6,5,5,6,7,7,7,2,3,1.65448446368641
"PAK209","Pakistan",58,"Male","Upper",4,"Muslim: Shia","Married","MPhil","Alvi",7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,2,6,4,7,1,7,7,6,5,4,7,1,7,7,6,5,4,5,5,4,7,7,5,1,5,7,4,7,5,7,7,7,5,1,1,2,1.70038358843706
"PAK210","Pakistan",52,"Male","Upper middle",3,"Muslim: Shia","Married","Master","Raja",7,7,7,7,7,7,7,4,1,1,1,1,7,7,4,4,3,3,6,3,7,7,7,7,7,7,1,7,7,7,7,6,6,7,6,7,7,7,1,7,7,7,7,7,7,7,7,4,4,3,2,1.70623324433032
"PAK211","Pakistan",69,"Male","Upper",4,"Muslim: Shia","Married","Master","Syed",7,7,7,7,6,6,4,4,4,4,3,3,7,6,6,3,2,2,7,6,7,7,7,7,7,7,1,7,7,7,7,7,4,4,7,7,7,7,2,6,6,7,7,7,7,7,7,5,4,2,2,1.93929615201428
"PAK212","Pakistan",22,"Male","Upper middle",3,"Muslim: Shia","Unmarried","Intermediate","Syed",7,7,7,7,7,7,4,3,2,1,2,4,7,7,7,7,4,1,7,4,7,6,4,3,7,4,4,7,7,7,5,6,4,7,4,6,5,7,1,7,7,7,6,6,7,7,7,6,3,2,1,1.62353612993903
"PAK213","Pakistan",46,"Male","Upper middle",3,"Muslim: Shia","Married","Master","Punjabi",7,7,7,7,7,7,3,2,2,1,1,1,6,7,7,4,3,3,6,6,5,5,5,6,6,1,7,7,7,7,6,7,7,7,7,7,5,7,1,7,7,7,6,7,4,1,1,1,1,1,1,1.67624061778005
"PAK214","Pakistan",21,"Male","Middle",2,"Muslim: Shia","Unmarried","Intermediate","Syed",7,7,7,7,6,6,5,1,4,4,5,7,7,7,7,2,5,1,6,5,6,6,6,7,4,1,5,5,4,6,5,6,4,7,4,6,5,4,1,5,7,6,6,6,3,1,6,6,4,1,1,1.8528278426483
"PAK215","Pakistan",45,"Male","Middle",2,"Muslim: Shia","Married","Intermediate","Syed",7,7,7,6,6,6,1,1,1,1,1,1,7,5,5,2,7,5,6,7,7,6,6,7,6,1,7,6,7,7,6,6,6,6,6,7,6,6,4,7,7,7,7,7,7,3,3,2,2,2,2,1.51262800392591
"PAK216","Pakistan",45,"Male","Middle",2,"Muslim: Shia","Married","Matriculate","Gujjar",7,6,5,5,7,6,6,5,7,7,6,5,5,5,5,5,5,6,3,7,3,5,6,7,5,3,5,7,5,6,7,7,5,5,6,6,7,5,2,5,7,6,7,5,6,3,2,1,3,2,1,1.00722031037067
"PAK217","Pakistan",38,"Male","Middle",2,"Muslim: Shia","Married","Master","Syed",7,5,7,6,5,5,2,2,1,1,2,1,7,6,7,6,5,5,5,7,7,7,7,7,6,1,6,5,6,7,5,2,5,2,6,7,6,2,2,3,3,4,6,6,7,3,3,3,4,2,2,1.63687135294346
"PAK218","Pakistan",35,"Male","Upper middle",3,"Muslim: Shia","Married","MPhil","Syed",7,7,5,4,6,7,6,4,1,4,7,6,6,6,6,3,7,4,6,7,7,7,7,7,6,1,5,5,4,7,5,5,4,6,4,6,5,3,2,5,7,5,6,6,4,1,6,7,4,2,1,1.47380509202383
"PAK219","Pakistan",19,"Male","Middle",2,"Muslim: Shia","Unmarried","Intermediate","Syed",7,7,6,7,6,7,5,6,4,4,6,5,6,6,7,3,6,2,6,4,6,6,6,7,5,1,5,5,6,6,5,4,6,7,4,4,5,5,2,4,7,2,6,7,3,1,6,7,4,2,1,1.63299316185545
"PAK220","Pakistan",19,"Male","Middle",2,"Muslim: Shia","Unmarried","Master","Gujjar",7,7,6,7,6,7,2,4,4,4,6,5,7,7,6,5,4,2,7,6,6,6,6,7,4,1,5,5,4,6,5,6,4,7,4,6,5,4,2,6,7,5,7,7,3,1,6,7,4,2,1,1.6100904646472
"PAK221","Pakistan",24,"Male","Middle",2,"Muslim: Shia","Unmarried","Master","Syed",7,7,6,7,6,7,5,2,4,4,6,5,6,6,7,3,6,2,6,7,6,6,6,7,5,1,5,5,4,6,4,6,4,7,4,6,5,4,2,6,7,5,7,7,3,1,6,7,4,2,1,1.65448446368641
"PAK222","Pakistan",18,"Female","Middle",2,"Muslim: Shia","Unmarried","Intermediate","Kazmi",7,7,5,6,7,7,4,5,4,4,5,5,7,5,6,5,4,4,5,6,4,4,5,5,4,1,7,7,5,7,7,7,7,7,7,7,7,6,4,7,7,6,7,7,6,7,7,7,6,7,6,1.50120724365618
"PAK223","Pakistan",50,"Female","Upper middle",3,"Muslim: Shia","Married","Bachelor","Syed",7,7,7,1,7,7,3,2,4,1,1,1,6,6,6,7,4,3,7,6,7,5,5,7,6,1,7,7,7,6,6,7,7,7,6,7,4,4,1,7,7,4,6,7,4,1,1,1,1,1,1,1.85722248595015
"PAK224","Pakistan",32,"Female","Middle",2,"Muslim: Shia","Married","Illiterate","Qurashi",7,7,7,7,7,7,4,4,4,1,4,2,6,6,6,6,5,2,7,5,4,5,4,4,4,3,5,7,7,7,7,6,6,7,6,6,6,6,2,6,6,6,6,6,4,7,7,7,7,4,7,1.282547284209
"PAK225","Pakistan",40,"Female","Upper middle",3,"Muslim: Shia","Married","Master","Kazmi",6,7,7,7,6,6,6,2,4,2,5,3,6,6,6,2,5,2,7,6,6,7,7,5,4,1,5,6,6,6,6,5,6,4,6,5,6,7,1,7,7,7,7,7,7,7,7,7,7,4,1,1.57884566161117
"PAK226","Pakistan",34,"Female","Middle",2,"Muslim: Shia","Married","Master","Syed",7,7,7,7,7,7,1,1,1,1,1,1,2,2,3,5,3,2,3,4,5,6,5,6,5,3,6,6,6,6,6,6,5,6,5,5,1,7,1,7,2,7,6,5,1,7,7,7,7,3,7,1.93368312677714
"PAK227","Pakistan",24,"Female","Middle",2,"Muslim: Shia","Married","Bachelor","Punjabi",6,4,6,6,6,6,4,4,4,2,6,4,6,3,4,2,2,1,6,6,4,6,7,7,7,6,4,6,6,4,4,2,4,7,6,6,4,6,1,7,6,7,7,7,7,6,7,7,7,7,5,1.68915981173044
"PAK228","Pakistan",23,"Female","Upper middle",3,"Muslim: Shia","Other","Master","Punjabi",5,5,5,4,4,7,4,3,3,4,2,2,3,6,6,2,2,2,5,4,3,5,4,3,3,1,7,6,6,6,5,5,5,6,5,5,5,1,3,6,5,2,4,5,2,3,5,6,6,5,5,1.62799334115364
"PAK229","Pakistan",20,"Female","Middle",2,"Muslim: Shia","Unmarried","Master","Qurashi",5,5,6,6,6,6,4,3,6,2,4,5,6,6,6,3,2,2,2,7,3,4,6,4,1,6,2,5,6,6,4,4,4,6,4,5,6,5,3,6,6,6,6,6,1,4,6,4,5,6,2,1.42378857736796
"PAK230","Pakistan",27,"Female","Lower middle",1,"Muslim: Shia","Married","Master","Bhatti",6,6,6,5,7,7,4,4,3,2,4,4,6,6,7,6,5,4,6,4,6,7,6,6,5,1,7,7,7,7,7,NA,7,6,3,4,4,7,1,7,6,7,7,7,7,2,6,6,6,7,6,1.57926284900426
"PAK231","Pakistan",29,"Female","Upper",4,"Muslim: Shia","Married","MPhil","Rajpoot",7,7,7,6,7,7,3,3,3,1,2,1,7,7,7,4,4,4,7,7,7,6,6,7,6,1,7,7,7,7,6,7,7,7,7,7,5,7,4,7,7,7,1,7,4,3,1,2,1,4,4,1.53167049091951
"PAK232","Pakistan",19,"Female","Middle",2,"Muslim: Shia","Married","Middle","Punjabi",7,7,7,7,7,7,5,5,5,1,6,6,6,6,6,2,3,3,6,6,6,6,6,5,4,7,1,7,7,7,7,6,6,7,7,7,7,3,5,7,7,7,7,7,6,7,7,7,7,7,5,1.79370881258576
"PAK233","Pakistan",52,"Female","Upper middle",3,"Muslim: Shia","Married","Middle","Syed",7,7,7,7,7,7,2,2,2,1,6,3,6,6,6,3,5,3,6,5,6,5,5,4,4,1,7,7,7,7,7,7,7,7,7,7,7,6,2,6,6,6,6,6,6,7,7,5,5,4,3,1.61458479429574
"PAK234","Pakistan",26,"Female","Middle",2,"Muslim: Shia","Married","Master","Mina",6,5,5,5,6,6,3,2,4,1,5,4,7,6,6,1,3,3,7,7,7,6,6,6,6,1,7,7,7,7,7,6,6,6,5,6,5,7,1,7,7,7,7,7,7,5,6,6,5,4,4,1.73987755691126
"PAK235","Pakistan",45,"Female","Middle",2,"Muslim: Shia","Married","Middle","Punjabi",7,7,7,7,7,7,3,4,4,2,6,4,6,6,6,2,3,3,7,7,7,6,6,6,4,7,1,7,7,7,7,7,7,7,7,7,7,6,5,6,6,6,6,6,3,7,7,7,5,5,5,1.8157922373651
"PAK236","Pakistan",53,"Female","Lower middle",1,"Muslim: Shia","Other","Middle","Punjabi",6,6,6,7,7,7,2,2,2,3,3,3,6,6,5,1,3,1,7,7,7,6,6,4,5,2,6,6,6,6,6,5,5,5,5,6,4,7,4,7,7,6,6,7,7,7,7,7,7,6,6,1.72733773541074
"PAK237","Pakistan",35,"Female","Middle",2,"Muslim: Shia","Married","Master","Punjabi",7,7,6,7,4,5,3,5,2,2,3,2,6,5,5,4,5,3,6,6,6,4,5,1,5,2,6,6,7,6,6,6,5,6,5,6,5,6,1,5,6,6,6,6,6,7,7,4,7,6,7,1.24818709114169
"PAK238","Pakistan",25,"Female","Middle",2,"Muslim: Shia","Married","Master","Syed",3,2,1,6,6,6,4,2,2,2,2,2,6,7,7,2,1,1,7,7,7,7,7,7,7,1,7,6,6,6,4,7,4,6,4,3,2,7,1,7,6,7,7,7,3,7,7,3,5,6,4,2.2393063108077
"PAK239","Pakistan",26,"Female","Middle",2,"Muslim: Shia","Married","MPhil","Punjabi",7,5,5,7,6,7,4,1,2,1,2,2,7,7,7,1,4,1,7,7,6,6,6,7,7,1,6,5,4,6,6,5,4,6,4,6,2,7,1,7,7,7,7,7,7,6,7,7,7,7,6,1.98864530395129
"PAK240","Pakistan",38,"Female","Middle",2,"Muslim: Shia","Married","Master","Khan",7,6,5,5,6,6,4,4,3,3,3,3,6,5,5,5,6,5,5,6,5,5,5,5,5,6,2,6,4,4,6,6,4,6,4,6,6,7,1,6,5,6,6,6,6,6,7,7,7,7,7,1.08263634211833
"PAK241","Pakistan",34,"Female","Middle",2,"Muslim: Shia","Married","Middle","Punjabi",7,6,7,7,7,7,4,4,4,2,6,4,5,5,5,1,3,3,7,7,7,5,5,5,5,1,7,7,7,7,7,6,6,7,6,6,6,3,3,6,6,6,6,6,6,5,7,7,7,7,7,1.85722248595015
"PAK242","Pakistan",27,"Female","Middle",2,"Muslim: Shia","Married","Middle","Punjabi",7,7,7,7,7,7,5,4,2,1,4,1,6,6,6,3,5,5,6,1,1,7,6,5,5,7,1,6,6,6,6,5,5,6,6,6,7,7,1,7,7,7,7,7,6,6,6,7,7,5,2,1.40392823632607
"PAK243","Pakistan",58,"Female","Upper middle",3,"Muslim: Shia","Married","Matriculate","Punjabi",7,7,7,7,7,7,4,4,4,5,1,3,6,6,6,2,5,2,6,7,7,6,5,5,5,1,7,6,6,6,6,5,5,4,4,6,4,7,1,7,7,7,7,7,6,7,7,7,5,2,2,1.73987755691126
"PAK244","Pakistan",18,"Female","Middle",2,"Muslim: Shia","Unmarried","Intermediate","Rajput",3,7,7,5,5,6,6,4,4,2,2,2,6,4,5,2,7,2,6,7,7,6,7,7,6,1,7,6,6,6,6,6,6,6,5,6,5,7,2,6,6,7,7,7,7,7,7,7,7,2,2,1.66757221776128
"PAK245","Pakistan",32,"Female","Middle",2,"Muslim: Shia","Married","Master","Rajput",7,7,7,7,6,6,5,1,4,4,5,7,7,7,7,2,5,1,6,5,6,6,6,7,4,1,5,5,4,6,5,6,4,7,4,6,5,4,1,5,7,6,6,6,3,1,6,6,4,1,1,1.8528278426483
"PAK246","Pakistan",27,"Female","Upper middle",3,"Muslim: Shia","Unmarried","Master","Gondal",7,7,6,7,7,7,5,3,4,4,5,5,6,7,6,2,6,2,7,6,7,6,7,7,5,1,6,4,5,6,6,7,4,7,4,6,5,4,2,6,7,6,7,6,3,1,5,7,4,1,2,1.76879144853366
"PAK247","Pakistan",29,"Female","Middle",2,"Muslim: Shia","Married","Bachelor","Syed",7,7,6,7,6,7,2,4,4,4,6,5,5,6,5,5,6,2,7,6,6,6,6,7,4,1,5,5,4,6,5,6,4,7,4,6,5,4,2,6,7,5,7,7,3,1,6,7,4,2,1,1.51741102931409
"PAK248","Pakistan",33,"Female","Upper",4,"Muslim: Shia","Married","Master","Butt",3,3,1,4,1,1,1,1,1,1,1,1,6,6,6,6,6,6,5,3,5,6,7,6,6,1,6,5,5,6,7,3,2,5,4,6,3,7,1,3,7,5,3,5,3,7,6,6,6,6,5,1.98362864687311
"PAK249","Pakistan",26,"Female","Middle",2,"Muslim: Shia","Married","Illiterate","Qurashi",7,7,7,7,7,5,4,4,4,1,4,2,6,6,6,6,5,2,7,6,6,5,4,4,5,1,7,7,7,7,7,6,6,7,6,6,6,6,2,6,6,6,6,6,4,7,7,7,7,4,7,1.53226175536575
"PAK250","Pakistan",34,"Female","Upper middle",3,"Muslim: Shia","Unmarried","Bachelor","Naqvi",6,7,7,7,6,6,6,2,4,2,5,3,7,7,7,2,5,2,7,4,7,7,7,7,6,2,6,6,6,6,6,5,6,4,6,5,6,7,1,7,7,7,7,7,7,7,7,7,7,4,1,1.55979838905313
"PAK251","Pakistan",32,"Female","Lower middle",1,"Muslim: Shia","Married","MPhil","Rizvi",7,7,7,7,7,7,1,1,1,1,1,1,2,2,3,5,3,2,3,5,7,6,5,5,5,1,7,6,6,6,6,6,5,6,5,5,1,7,1,7,2,7,6,5,1,7,7,7,7,3,7,2.0951116327354
"PAK252","Pakistan",33,"Female","Middle",2,"Muslim: Shia","Married","Master","Punjabi",6,6,6,6,6,6,2,2,2,1,1,1,6,6,6,3,3,3,6,6,6,6,6,5,5,1,7,6,6,6,6,5,5,6,4,6,6,6,3,6,6,6,6,6,6,6,6,7,3,4,4,1.42886901662352
"PAK253","Pakistan",27,"Female","Middle",2,"Muslim: Shia","Unmarried","Master","Syed",7,7,6,2,6,7,5,4,4,4,6,5,6,6,7,3,6,2,7,6,6,6,6,7,5,2,6,5,4,6,5,6,4,7,4,7,6,4,2,6,7,5,7,7,3,1,6,7,4,2,1,1.68055805086252
"PAK254","Pakistan",35,"Female","Upper middle",3,"Muslim: Shia","Married","MPhil","Syed",6,5,7,3,6,5,6,4,4,6,4,6,6,6,5,2,5,3,7,6,7,7,5,6,5,3,5,6,4,7,6,7,4,7,4,6,5,4,3,5,6,6,7,5,2,2,6,6,4,1,2,1.42378857736796
